UserID,Academic_Major,Deep_Work_Hours,Doomscrolling_Hours,Sleep_Duration,Reported_Stress_Level,Mental_Fatigue_Score
U02129,Arts,2.4,0.5,9.9,5,Moderate
U02130,BBA,1.7,1.5,6.1,5,Moderate
U02131,Arts,6.1,3.9,7.1,4,Low
U02132,BBA,1.2,8.0,4.6,9,Severe
U02133,BBA,2.3,3.7,9.9,8,Moderate
U02134,Arts,8.4,7.4,5.6,10,Severe
U02135,Arts,3.6,6.0,8.0,9,Severe
U02136,Arts,7.6,0.2,6.9,10,Moderate
U02137,Arts,1.0,2.9,5.2,10,Moderate
U02138,Arts,5.2,3.0,5.7,4,Moderate
U02139,BCA,5.8,7.6,5.2,6,Severe
U02140,BTech,5.9,0.9,7.4,2,Moderate
U02141,BCA,1.0,1.3,9.7,6,Low
U02142,BCA,5.5,3.4,4.4,3,Moderate
U02143,BCA,0.1,6.5,7.8,6,Severe
U02144,BBA,8.1,2.0,6.6,10,Low
U02145,Arts,8.2,0.3,5.8,9,Low
U02146,BBA,8.9,4.2,5.9,8,Severe
U02147,BTech,2.5,0.4,9.0,6,Low
U02148,Arts,7.3,7.0,8.6,4,Moderate
U02149,BCA,9.9,5.2,7.5,3,Low
U02150,Arts,4.2,7.3,6.0,1,Low
U02151,Arts,4.3,7.2,8.2,7,Severe
U02152,BCA,3.1,5.3,6.1,1,Moderate
U02153,BTech,8.9,3.3,5.6,9,Moderate
U02154,BBA,2.3,7.7,5.3,4,Severe
U02155,BBA,3.0,2.0,8.9,6,Moderate
U02156,BTech,1.1,5.5,6.0,5,Low
U02157,Arts,8.8,0.1,4.5,2,Low
U02158,Arts,5.7,2.6,4.5,9,Severe
U02159,Arts,6.3,0.3,6.0,10,Moderate
U02160,Arts,3.0,2.2,9.1,8,Low
U02161,Arts,0.3,5.4,6.3,4,Severe
U02162,BCA,1.0,0.7,9.8,3,Low
U02163,BTech,9.8,1.4,9.9,3,Low
U02164,BTech,4.4,7.1,8.6,7,Moderate
U02165,BTech,7.6,6.1,9.8,1,Low
U02166,BBA,0.8,7.9,5.0,4,Moderate
U02167,Arts,4.0,3.0,4.7,8,Low
U02168,BBA,8.3,7.2,8.3,8,Moderate
U02169,BTech,9.4,6.2,10.0,1,Low
U02170,Arts,3.2,7.3,5.9,2,Severe
U02171,BTech,7.6,6.7,7.8,3,Low
U02172,Arts,5.2,6.9,5.1,10,Severe
U02173,Arts,9.4,4.8,9.3,5,Moderate
U02174,BCA,1.9,4.7,8.6,6,Low
U02175,Arts,6.7,1.0,4.6,8,Low
U02176,BBA,6.1,5.6,10.0,2,Moderate
U02177,BCA,6.3,5.3,9.8,8,Moderate
U02178,BCA,8.2,2.7,5.4,8,Severe
U02179,BBA,1.5,4.8,4.6,2,Severe
U02180,Arts,7.0,5.0,9.8,2,Moderate
U02181,BBA,0.5,1.1,7.3,3,Moderate
U02182,Arts,0.7,5.1,6.1,1,Severe
U02183,Arts,4.0,1.3,9.0,8,Low
U02184,Arts,9.8,0.9,8.4,3,Moderate
U02185,BTech,0.5,1.1,7.6,10,Moderate
U02186,BCA,7.0,6.0,6.5,1,Moderate
U02187,BBA,6.7,3.7,8.1,6,Moderate
U02188,BCA,8.4,2.3,8.0,5,Low
U02189,BTech,8.4,4.0,8.6,9,Severe
U02190,BCA,2.1,4.9,5.0,6,Severe
U02191,BTech,3.6,7.2,5.3,1,Moderate
U02192,Arts,0.9,2.8,6.4,4,Moderate
U02193,BTech,4.7,1.4,4.8,7,Moderate
U02194,BBA,1.0,4.3,6.2,8,Moderate
U02195,BTech,2.8,4.1,4.4,5,Severe
U02196,BTech,2.8,6.8,9.1,8,Low
U02197,BBA,8.9,4.0,4.9,7,Severe
U02198,Arts,7.2,3.4,6.4,4,Moderate
U02199,BTech,3.3,5.6,6.3,7,Moderate
U02200,BCA,2.2,5.3,6.6,9,Moderate
U02201,BBA,0.3,4.5,8.3,10,Moderate
U02202,BTech,8.2,7.9,4.3,8,Severe
U02203,BCA,8.9,4.3,8.5,3,Moderate
U02204,BTech,7.4,4.4,4.3,7,Severe
U02205,BBA,3.9,2.3,4.8,7,Moderate
U02206,BCA,4.2,4.5,7.1,1,Low
U02207,BTech,9.1,6.2,8.0,8,Severe
U02208,Arts,4.0,5.3,6.9,10,Moderate
U02209,BBA,5.1,0.2,8.5,6,Severe
U02210,BBA,1.0,5.9,4.8,3,Severe
U02211,BCA,2.8,3.3,7.2,8,Low
U02212,BBA,4.2,6.0,6.1,4,Severe
U02213,BTech,0.9,2.1,6.1,8,Severe
U02214,Arts,4.9,4.6,5.3,7,Moderate
U02215,Arts,0.1,4.5,5.1,4,Severe
U02216,BCA,2.7,2.0,9.9,1,Moderate
U02217,BCA,4.6,2.9,7.0,1,Moderate
U02218,BBA,2.8,7.5,7.0,3,Low
U02219,BCA,2.4,1.5,6.6,10,Low
U02220,Arts,5.1,0.5,8.4,7,Low
U02221,Arts,8.7,3.8,8.4,5,Low
U02222,BTech,0.1,5.2,4.7,2,Low
U02223,Arts,3.7,4.4,6.0,10,Moderate
U02224,BTech,9.5,0.4,6.4,7,Moderate
U02225,Arts,0.6,5.5,4.9,2,Moderate
U02226,Arts,4.2,7.2,7.3,8,Severe
U02227,BCA,1.2,3.7,5.1,10,Severe
U02228,Arts,7.4,3.2,5.7,7,Low
U02229,BCA,0.9,2.4,7.4,9,Moderate
U02230,Arts,0.3,0.2,8.1,2,Low
U02231,BTech,7.0,6.2,6.6,6,Severe
U02232,BCA,6.3,4.1,8.3,6,Moderate
U02233,BTech,0.3,4.9,9.0,1,Severe
U02234,Arts,7.2,0.3,9.7,7,Low
U02235,BCA,7.0,7.9,4.5,10,Severe
U02236,BTech,5.7,0.0,8.2,3,Severe
U02237,BTech,9.1,3.6,5.6,5,Low
U02238,BBA,0.6,7.5,4.1,6,Severe
U02239,BCA,5.9,5.6,9.1,9,Severe
U02240,BBA,0.0,0.1,6.4,6,Low
U02241,Arts,3.8,1.3,9.1,3,Moderate
U02242,BBA,2.6,6.7,9.6,10,Severe
U02243,BTech,6.5,6.1,4.8,9,Moderate
U02244,BBA,2.7,4.0,7.6,5,Low
U02245,BBA,7.8,5.8,5.9,4,Severe
U02246,BTech,7.0,1.7,5.5,3,Moderate
U02247,BBA,0.0,2.3,4.5,9,Severe
U02248,Arts,9.8,0.5,6.0,5,Moderate
U02249,BTech,6.1,1.1,5.2,3,Low
U02250,BTech,4.7,5.9,5.4,3,Severe
U02251,BBA,2.5,1.7,6.8,6,Severe
U02252,BCA,4.2,5.7,5.6,2,Severe
U02253,Arts,8.3,6.2,9.0,7,Moderate
U02254,BBA,8.6,5.6,6.7,5,Moderate
U02255,BCA,7.5,0.7,8.3,7,Low
U02256,BTech,8.8,1.1,8.5,5,Moderate
U02257,BTech,5.3,3.2,7.8,2,Moderate
U02258,BTech,9.5,6.2,4.2,7,Severe
U02259,BTech,9.5,6.7,6.5,8,Severe
U02260,BCA,7.0,1.2,6.1,5,Severe
U02261,BBA,5.3,6.6,8.5,1,Severe
U02262,Arts,4.2,0.3,5.4,4,Moderate
U02263,BTech,3.6,7.8,4.7,8,Severe
U02264,BCA,7.5,1.8,7.0,4,Low
U02265,BTech,6.4,7.3,8.0,3,Low
U02266,BBA,2.0,6.6,8.5,6,Low
U02267,BTech,1.1,1.8,7.7,3,Severe
U02268,BBA,0.8,0.3,5.5,6,Moderate
U02269,BTech,8.7,5.0,6.1,10,Severe
U02270,BCA,7.9,5.5,8.2,8,Low
U02271,BBA,5.9,0.5,6.5,10,Low
U02272,BCA,2.7,0.3,5.1,1,Severe
U02273,Arts,9.5,4.8,7.8,10,Moderate
U02274,Arts,1.9,0.8,5.6,9,Low
U02275,BTech,5.1,6.3,6.0,1,Moderate
U02276,BTech,0.8,3.4,8.4,3,Low
U02277,BTech,4.1,0.3,8.3,7,Low
U02278,BTech,5.2,4.2,5.5,8,Severe
U02279,Arts,8.7,2.1,4.1,1,Severe
U02280,Arts,2.5,2.4,7.4,9,Moderate
U02281,BCA,6.8,7.6,6.6,7,Moderate
U02282,BBA,1.2,2.2,9.8,8,Moderate
U02283,Arts,7.1,1.0,7.5,3,Moderate
U02284,BCA,4.5,4.0,5.8,2,Severe
U02285,Arts,4.9,7.5,5.0,2,Low
U02286,BBA,1.5,7.5,9.7,5,Moderate
U02287,Arts,4.2,0.1,4.1,1,Severe
U02288,BCA,5.2,2.2,7.6,8,Low
U02289,BTech,4.4,0.5,6.1,4,Severe
U02290,BCA,7.5,5.2,6.4,2,Moderate
U02291,Arts,5.0,7.6,5.2,9,Severe
U02292,BTech,4.3,0.2,7.8,9,Low
U02293,BCA,6.4,3.7,9.2,10,Moderate
U02294,BBA,7.4,0.5,7.5,8,Moderate
U02295,BCA,4.7,7.9,8.4,1,Severe
U02296,BBA,9.4,3.5,8.1,10,Low
U02297,BTech,4.8,5.2,7.4,2,Severe
U02298,BCA,5.7,0.7,6.2,1,Moderate
U02299,Arts,4.6,0.1,8.5,1,Moderate
U02300,BCA,2.8,4.0,6.5,9,Moderate
U02301,BBA,8.6,7.0,6.0,1,Moderate
U02302,Arts,8.1,4.8,9.4,6,Moderate
U02303,BTech,6.0,7.0,6.6,6,Moderate
U02304,BCA,8.9,1.2,4.8,2,Moderate
U02305,Arts,4.6,6.9,7.6,2,Severe
U02306,BTech,4.4,6.2,7.9,6,Severe
U02307,BBA,5.0,7.9,5.9,6,Severe
U02308,BTech,1.8,0.3,5.2,2,Severe
U02309,BBA,1.7,6.8,6.4,1,Severe
U02310,Arts,8.6,7.1,9.5,8,Severe
U02311,BCA,7.5,7.8,7.6,1,Severe
U02312,BTech,4.9,6.1,4.6,4,Low
U02313,BTech,4.7,4.9,4.5,10,Moderate
U02314,BBA,4.8,5.4,9.9,10,Moderate
U02315,Arts,1.2,7.6,9.9,6,Moderate
U02316,Arts,2.0,4.9,8.4,8,Moderate
U02317,Arts,9.5,4.3,8.5,7,Low
U02318,BBA,5.9,3.2,7.7,1,Severe
U02319,BBA,6.3,4.3,7.6,2,Severe
U02320,BBA,4.4,2.0,5.4,2,Severe
U02321,BTech,0.1,5.7,9.7,7,Severe
U02322,BBA,6.9,2.4,4.8,8,Severe
U02323,BBA,8.6,6.9,4.1,2,Severe
U02324,Arts,3.5,1.3,6.4,3,Low
U02325,BBA,8.8,6.8,9.2,7,Low
U02326,BCA,8.5,7.9,5.6,2,Severe
U02327,BBA,1.2,5.1,7.7,4,Severe
U02328,Arts,9.1,6.7,6.1,9,Severe
U02329,BTech,5.2,3.0,5.5,6,Moderate
U02330,BCA,9.2,6.9,8.7,5,Severe
U02331,BTech,7.4,0.3,8.6,7,Low
U02332,BCA,6.8,1.5,9.2,1,Moderate
U02333,BBA,4.7,3.6,4.1,10,Low
U02334,Arts,9.8,7.7,5.9,2,Low
U02335,BCA,6.3,7.7,5.0,4,Moderate
U02336,BCA,5.2,6.6,5.1,7,Severe
U02337,BCA,3.6,2.8,7.4,7,Low
U02338,BTech,1.4,4.0,5.1,10,Moderate
U02339,BTech,1.3,5.9,4.3,2,Severe
U02340,Arts,1.9,6.0,6.7,6,Moderate
U02341,BBA,1.4,4.3,4.1,5,Moderate
U02342,BTech,2.8,2.5,7.4,4,Severe
U02343,Arts,9.2,0.4,7.6,4,Low
U02344,BTech,6.7,5.9,4.2,4,Severe
U02345,BCA,3.5,1.7,5.1,5,Moderate
U02346,BCA,5.1,7.9,6.8,6,Severe
U02347,Arts,9.3,6.7,7.2,10,Severe
U02348,BTech,2.7,1.9,7.8,5,Moderate
U02349,BBA,9.3,1.1,5.4,1,Severe
U02350,BCA,2.6,2.4,9.0,4,Severe
U02351,BTech,0.7,1.6,4.4,5,Severe
U02352,Arts,8.1,5.9,9.2,10,Moderate
U02353,BCA,8.9,2.5,6.5,1,Moderate
U02354,BCA,8.4,3.4,4.2,2,Severe
U02355,BCA,4.5,5.0,7.0,10,Moderate
U02356,BBA,6.6,5.6,5.5,7,Severe
U02357,Arts,8.9,6.2,9.4,7,Severe
U02358,BTech,3.6,6.6,7.7,3,Severe
U02359,Arts,2.1,1.1,5.2,8,Moderate
U02360,BTech,0.6,1.2,7.0,8,Severe
U02361,BCA,7.3,3.6,4.2,1,Severe
U02362,Arts,6.7,6.7,6.0,4,Moderate
U02363,BTech,5.4,1.9,4.9,4,Moderate
U02364,BCA,2.0,4.5,8.5,9,Low
U02365,BCA,9.0,0.2,8.4,5,Moderate
U02366,Arts,4.2,7.6,7.6,5,Low
U02367,BBA,6.6,6.0,9.4,6,Moderate
U02368,BCA,3.5,7.9,7.3,6,Severe
U02369,BCA,8.6,2.4,5.2,8,Severe
U02370,BCA,2.3,6.4,7.2,2,Severe
U02371,BBA,7.7,3.4,5.1,9,Low
U02372,BTech,4.7,7.9,9.4,6,Low
U02373,BBA,9.6,3.9,7.9,3,Moderate
U02374,BBA,9.4,6.6,7.1,8,Moderate
U02375,BBA,7.4,6.9,7.8,10,Moderate
U02376,BCA,6.0,0.4,5.2,2,Moderate
U02377,BCA,3.6,3.0,8.9,1,Moderate
U02378,BCA,9.9,0.8,4.5,8,Moderate
U02379,BTech,1.3,7.2,9.0,4,Low
U02380,BBA,7.1,6.8,5.2,8,Severe
U02381,Arts,3.6,2.2,4.6,3,Moderate
U02382,Arts,4.1,1.1,9.7,3,Moderate
U02383,BCA,8.1,0.1,9.2,7,Moderate
U02384,Arts,7.8,2.6,8.8,8,Low
U02385,BTech,7.2,1.6,9.0,3,Low
U02386,BTech,8.3,6.6,6.8,8,Moderate
U02387,BTech,1.9,4.7,8.4,10,Moderate
U02388,BCA,0.9,0.5,5.9,4,Severe
U02389,BCA,6.0,2.9,7.1,3,Low
U02390,BBA,4.9,0.6,9.8,7,Low
U02391,BTech,8.2,5.4,7.3,10,Low
U02392,BCA,6.1,2.1,6.8,7,Low
U02393,BBA,9.8,0.5,6.5,8,Severe
U02394,Arts,0.7,0.0,7.8,10,Moderate
U02395,BBA,6.3,3.1,7.7,4,Moderate
U02396,BCA,9.3,0.8,5.5,7,Moderate
U02397,BTech,7.6,1.0,4.8,9,Low
U02398,BBA,2.7,3.5,8.2,2,Severe
U02399,BCA,3.6,1.1,5.4,7,Severe
U02400,BBA,9.1,1.1,7.8,10,Severe
U02401,Arts,6.3,6.8,6.1,10,Moderate
U02402,BBA,8.8,7.4,8.4,6,Moderate
U02403,BBA,6.3,4.2,9.8,4,Low
U02404,BTech,7.2,5.4,8.1,5,Moderate
U02405,Arts,1.0,3.8,9.8,1,Low
U02406,Arts,5.7,2.1,8.6,6,Severe
U02407,BCA,6.1,3.5,5.4,8,Moderate
U02408,Arts,4.3,7.4,5.5,5,Severe
U02409,BCA,4.5,3.4,4.1,9,Moderate
U02410,BTech,4.7,6.8,5.2,4,Moderate
U02411,BBA,0.6,3.6,9.4,5,Severe
U02412,Arts,7.8,1.0,4.1,3,Low
U02413,BTech,4.5,3.3,8.3,5,Severe
U02414,BTech,6.7,1.6,4.4,5,Moderate
U02415,BBA,0.8,1.4,7.6,10,Moderate
U02416,BTech,1.4,0.8,4.3,8,Moderate
U02417,Arts,3.8,3.3,8.1,7,Severe
U02418,Arts,4.5,7.2,8.2,8,Low
U02419,BCA,5.8,1.7,6.6,2,Low
U02420,BCA,1.8,2.2,8.0,4,Moderate
U02421,BCA,4.8,2.7,6.2,9,Severe
U02422,BTech,0.5,3.6,4.7,9,Severe
U02423,Arts,4.4,0.6,4.4,4,Severe
U02424,BCA,3.1,3.3,4.0,5,Moderate
U02425,BBA,0.3,0.2,6.0,1,Low
U02426,BBA,1.8,0.6,7.6,5,Low
U02427,BCA,8.4,6.6,5.2,5,Severe
U02428,Arts,9.1,6.0,8.3,10,Severe
U02429,BBA,3.4,5.5,8.0,9,Severe
U02430,BBA,0.9,0.4,4.4,1,Low
U02431,BCA,8.5,0.7,9.1,3,Severe
U02432,Arts,4.4,0.5,8.0,2,Low
U02433,BBA,3.4,3.5,7.1,5,Severe
U02434,BTech,0.8,4.8,7.1,10,Low
U02435,Arts,4.7,6.2,8.5,6,Moderate
U02436,BBA,2.8,1.2,6.0,10,Severe
U02437,BCA,6.7,6.1,7.4,9,Severe
U02438,BTech,9.1,5.2,7.3,2,Moderate
U02439,BBA,4.6,1.3,6.9,10,Moderate
U02440,BCA,7.1,6.6,9.7,4,Severe
U02441,BBA,1.2,2.5,8.5,7,Severe
U02442,BTech,7.2,5.7,8.9,9,Moderate
U02443,BTech,5.4,6.6,8.9,8,Moderate
U02444,Arts,4.7,4.2,4.0,8,Moderate
U02445,Arts,6.1,5.9,4.7,9,Moderate
U02446,Arts,5.7,5.1,5.7,8,Moderate
U02447,BTech,9.6,5.5,8.6,6,Moderate
U02448,Arts,8.4,1.0,6.7,8,Moderate
U02449,Arts,3.5,6.0,6.5,7,Severe
U02450,Arts,4.4,3.6,9.0,10,Low
U02451,BCA,8.7,3.9,4.1,7,Severe
U02452,BTech,8.9,3.7,5.5,8,Severe
U02453,Arts,1.1,5.8,8.6,8,Severe
U02454,Arts,9.6,3.8,9.6,1,Severe
U02455,BBA,7.0,2.4,7.2,5,Severe
U02456,BTech,9.2,3.4,5.8,10,Low
U02457,BTech,0.5,5.0,8.3,4,Low
U02458,BCA,3.1,4.9,9.0,3,Moderate
U02459,BTech,6.0,7.6,7.4,3,Severe
U02460,BTech,5.6,1.0,9.9,8,Moderate
U02461,BBA,9.4,2.8,9.9,1,Moderate
U02462,BCA,4.6,6.0,9.2,3,Low
U02463,BCA,0.8,6.3,8.2,4,Moderate
U02464,BTech,1.0,7.8,8.7,6,Moderate
U02465,BCA,0.2,4.8,9.3,2,Moderate
U02466,BCA,3.3,7.6,6.2,1,Moderate
U02467,BBA,1.1,3.5,6.3,5,Low
U02468,Arts,7.9,3.1,8.5,7,Moderate
U02469,Arts,0.8,2.7,5.3,4,Moderate
U02470,BBA,0.1,3.9,8.0,9,Moderate
U02471,Arts,7.1,1.8,10.0,3,Low
U02472,BTech,6.2,3.4,9.4,7,Low
U02473,BBA,2.8,4.0,5.2,10,Moderate
U02474,BTech,6.2,4.2,8.7,8,Moderate
U02475,BBA,9.7,0.9,4.3,7,Low
U02476,BTech,9.2,0.0,4.2,5,Moderate
U02477,BTech,5.9,3.4,8.5,6,Moderate
U02478,BCA,0.6,1.4,10.0,5,Low
U02479,BBA,7.4,0.3,4.2,10,Low
U02480,BTech,8.0,4.7,5.7,7,Low
U02481,BCA,8.3,7.0,5.4,3,Severe
U02482,Arts,2.1,7.8,8.2,4,Severe
U02483,BTech,0.6,1.6,6.1,3,Low
U02484,Arts,0.5,4.8,7.9,6,Moderate
U02485,Arts,4.1,7.6,9.7,8,Severe
U02486,BTech,1.5,6.0,8.0,6,Severe
U02487,Arts,1.6,0.5,8.4,1,Moderate
U02488,BBA,1.6,1.8,5.6,4,Moderate
U02489,BTech,1.8,1.7,9.5,7,Low
U02490,Arts,8.9,6.0,7.8,1,Moderate
U02491,BCA,0.3,6.1,9.1,2,Moderate
U02492,BTech,8.7,3.7,5.1,4,Moderate
U02493,BCA,8.3,6.8,4.6,8,Severe
U02494,BCA,2.4,4.3,6.4,8,Low
U02495,BTech,4.0,1.0,7.1,6,Moderate
U02496,Arts,0.7,3.7,8.1,10,Low
U02497,BCA,0.9,6.1,4.3,3,Low
U02498,BTech,8.7,3.5,7.1,6,Severe
U02499,Arts,5.3,5.4,9.1,5,Low
U02500,Arts,7.6,6.6,8.9,1,Moderate
U02501,Arts,2.0,5.6,8.4,9,Moderate
U02502,Arts,9.1,8.0,5.7,5,Severe
U02503,BBA,3.0,3.0,8.0,6,Severe
U02504,BBA,6.8,5.5,9.2,6,Severe
U02505,BTech,5.9,4.4,4.3,2,Moderate
U02506,BTech,7.8,6.0,5.4,6,Low
U02507,BBA,6.5,1.8,4.3,5,Severe
U02508,BTech,7.6,0.0,7.6,5,Low
U02509,BTech,3.2,6.6,4.9,4,Moderate
U02510,BCA,0.8,6.7,6.0,3,Moderate
U02511,BBA,7.1,5.4,5.7,2,Severe
U02512,Arts,0.8,4.7,8.0,3,Moderate
U02513,BTech,1.3,7.0,9.5,7,Moderate
U02514,BTech,0.7,7.8,8.9,5,Low
U02515,BBA,3.1,0.4,8.8,5,Low
U02516,BBA,9.9,3.4,6.7,9,Moderate
U02517,BTech,4.0,6.4,8.4,9,Moderate
U02518,BTech,8.8,3.1,6.5,6,Low
U02519,Arts,5.4,0.8,5.0,3,Moderate
U02520,BCA,2.2,1.5,5.0,6,Moderate
U02521,BTech,8.4,1.5,9.1,6,Low
U02522,BBA,1.7,4.0,5.7,5,Moderate
U02523,BBA,5.6,1.8,5.4,1,Low
U02524,BTech,7.8,6.1,7.5,7,Severe
U02525,BCA,6.3,8.0,9.5,6,Severe
U02526,Arts,8.0,3.8,7.9,3,Severe
U02527,BBA,0.5,6.3,4.3,8,Moderate
U02528,BCA,6.0,7.3,6.4,6,Low
U02529,BBA,5.0,7.9,8.2,3,Low
U02530,BBA,8.8,0.8,8.6,4,Low
U02531,BBA,2.5,4.5,9.3,1,Moderate
U02532,BCA,4.6,3.1,8.2,10,Low
U02533,BTech,0.1,1.8,4.1,5,Low
U02534,BCA,7.8,6.9,4.2,3,Low
U02535,BCA,8.1,4.0,4.1,7,Moderate
U02536,BTech,0.8,6.7,6.0,2,Severe
U02537,BTech,3.1,5.8,7.1,9,Moderate
U02538,BCA,8.6,2.9,4.7,5,Moderate
U02539,BCA,7.6,6.1,5.4,9,Severe
U02540,BBA,5.4,6.6,7.3,1,Severe
U02541,BCA,3.1,1.1,5.3,3,Severe
U02542,BTech,7.4,2.3,9.0,7,Severe
U02543,Arts,5.2,3.7,4.5,7,Severe
U02544,BTech,3.6,3.4,6.4,4,Moderate
U02545,BCA,6.7,6.9,9.4,7,Moderate
U02546,BTech,0.8,4.2,7.9,3,Low
U02547,Arts,3.5,2.5,7.2,9,Moderate
U02548,BTech,2.7,3.2,8.2,8,Low
U02549,BBA,8.9,4.9,6.0,3,Severe
U02550,Arts,8.1,6.8,8.4,2,Low
U02551,BCA,1.2,4.8,7.7,10,Low
U02552,BTech,0.9,7.0,7.2,7,Moderate
U02553,BBA,6.6,6.6,5.9,10,Severe
U02554,Arts,4.8,6.1,4.2,6,Severe
U02555,BTech,9.2,6.2,8.5,6,Severe
U02556,Arts,4.1,4.2,6.4,2,Low
U02557,BBA,2.1,4.9,8.4,6,Low
U02558,BBA,2.0,0.1,7.7,8,Low
U02559,Arts,1.9,1.8,7.4,2,Severe
U02560,BTech,7.0,5.2,8.0,5,Moderate
U02561,Arts,3.9,5.5,4.3,9,Severe
U02562,Arts,8.6,0.9,5.3,1,Moderate
U02563,BTech,1.6,5.9,8.4,9,Severe
U02564,BTech,2.3,3.9,6.2,3,Low
U02565,BBA,5.6,4.2,6.0,4,Low
U02566,BCA,2.8,1.4,6.8,10,Severe
U02567,BCA,0.8,0.4,4.7,5,Moderate
U02568,BCA,4.4,0.5,9.5,3,Low
U02569,BCA,3.0,5.6,9.9,9,Severe
U02570,BCA,3.9,7.2,5.1,5,Moderate
U02571,BCA,5.8,7.6,6.0,7,Moderate
U02572,Arts,4.9,7.4,8.6,3,Moderate
U02573,BCA,4.4,0.4,8.9,3,Moderate
U02574,BTech,3.8,1.5,9.0,9,Low
U02575,BBA,9.7,5.3,4.1,4,Severe
U02576,Arts,8.2,0.0,7.2,1,Moderate
U02577,BTech,0.2,2.9,9.1,3,Severe
U02578,Arts,8.6,6.0,8.4,2,Low
U02579,BTech,6.7,3.0,6.4,1,Low
U02580,BBA,6.7,0.1,4.2,4,Severe
U02581,BBA,3.0,2.6,7.9,9,Low
U02582,Arts,0.8,1.2,6.8,9,Low
U02583,BBA,8.1,0.1,5.2,6,Low
U02584,BCA,6.9,0.0,9.8,3,Moderate
U02585,BBA,7.1,2.9,8.1,10,Moderate
U02586,BCA,8.3,0.7,6.6,1,Moderate
U02587,BBA,0.5,4.8,9.5,9,Low
U02588,Arts,4.3,0.4,4.4,3,Severe
U02589,Arts,4.2,6.9,5.4,6,Moderate
U02590,BTech,2.8,6.6,8.1,4,Low
U02591,Arts,5.0,5.5,4.8,9,Moderate
U02592,BTech,8.3,4.5,4.3,10,Severe
U02593,Arts,4.7,7.5,6.9,10,Severe
U02594,BBA,4.1,7.1,8.9,8,Moderate
U02595,Arts,3.0,2.4,7.2,4,Low
U02596,Arts,1.4,6.8,8.6,9,Severe
U02597,BBA,1.4,7.6,6.0,4,Moderate
U02598,BBA,6.1,3.8,6.7,9,Moderate
U02599,BCA,0.7,6.7,4.4,6,Moderate
U02600,BBA,1.4,5.6,9.6,7,Severe
U02601,Arts,5.9,6.0,7.3,4,Moderate
U02602,BBA,0.4,6.2,9.1,9,Moderate
U02603,Arts,1.4,1.9,9.1,1,Low
U02604,BCA,6.5,0.8,5.1,2,Moderate
U02605,Arts,6.1,3.9,5.7,2,Moderate
U02606,BCA,3.7,5.1,8.3,10,Moderate
U02607,BBA,5.0,7.8,8.8,9,Moderate
U02608,BTech,3.3,3.6,8.9,1,Low
U02609,BBA,7.3,7.3,6.7,5,Low
U02610,BCA,5.2,0.8,9.8,5,Low
U02611,Arts,0.0,2.3,8.7,9,Severe
U02612,BCA,2.1,2.7,6.6,10,Low
U02613,BBA,5.2,7.7,7.4,8,Severe
U02614,BCA,0.5,0.1,8.8,9,Low
U02615,BBA,1.1,5.1,6.8,10,Severe
U02616,BTech,7.7,2.7,6.9,4,Low
U02617,Arts,5.4,7.8,9.2,1,Moderate
U02618,BTech,7.1,2.4,8.8,6,Moderate
U02619,BBA,4.7,1.6,9.7,2,Moderate
U02620,BTech,1.7,1.5,6.7,3,Low
U02621,BBA,8.0,4.3,8.6,9,Low
U02622,Arts,5.4,4.5,5.3,7,Moderate
U02623,Arts,1.9,2.8,5.4,9,Severe
U02624,Arts,1.5,5.8,4.9,4,Severe
U02625,BBA,6.7,5.8,6.7,3,Moderate
U02626,BBA,5.9,5.9,4.8,3,Moderate
U02627,BBA,6.4,4.0,5.8,10,Severe
U02628,BBA,2.9,5.9,4.1,4,Severe
U02629,Arts,3.8,4.0,10.0,7,Moderate
U02630,Arts,5.9,1.8,4.7,10,Moderate
U02631,BCA,0.1,5.0,5.2,2,Moderate
U02632,BBA,6.7,7.7,4.5,4,Severe
U02633,BBA,2.0,2.5,5.0,3,Moderate
U02634,BBA,2.2,5.1,4.4,1,Moderate
U02635,BCA,7.5,6.2,9.2,5,Severe
U02636,BBA,6.5,6.8,8.2,9,Severe
U02637,BBA,6.5,5.9,9.5,6,Low
U02638,BCA,8.5,0.8,7.9,7,Low
U02639,BTech,7.1,7.1,6.8,3,Moderate
U02640,BTech,0.4,6.8,8.2,4,Severe
U02641,BCA,8.1,1.2,6.6,8,Low
U02642,BTech,6.8,3.6,8.0,8,Low
U02643,BBA,9.1,7.6,7.3,5,Severe
U02644,BTech,5.9,6.4,5.2,3,Low
U02645,BCA,4.7,2.5,8.5,8,Moderate
U02646,BBA,3.1,7.7,9.1,6,Moderate
U02647,BTech,8.9,3.5,8.4,8,Low
U02648,Arts,5.9,1.1,9.9,5,Moderate
U02649,BBA,1.6,0.2,5.8,7,Moderate
U02650,BTech,6.9,2.7,8.4,9,Moderate
U02651,BTech,4.5,1.8,6.0,4,Severe
U02652,Arts,2.7,1.7,6.8,3,Low
U02653,BCA,3.9,1.2,7.7,4,Severe
U02654,BCA,4.7,6.6,8.1,10,Low
U02655,BBA,2.2,2.5,7.7,4,Moderate
U02656,BBA,9.8,1.6,9.4,2,Severe
U02657,BTech,6.8,0.6,5.7,7,Moderate
U02658,Arts,0.8,7.8,5.0,6,Severe
U02659,Arts,2.2,7.0,5.4,7,Moderate
U02660,BTech,0.9,2.4,6.6,2,Moderate
U02661,BTech,5.9,6.3,4.7,8,Severe
